city,date,state,text,polarity
Los Angeles,Wed Nov 25 23:00:08 +0000 2020,CA,@DaShaunLH Are they talking about the starch or booty meat? Either way they are tripping,0.0
Canóvanas,Wed Nov 25 23:00:13 +0000 2020,SA,"Happy Covid-thanksgiving day tomorrow don't forget the 😷😷😷 and 6 feet's of distance. Sorry!!! 
Happy Thanksgiving day!
.
.
.
-Att.2020",0.27447916666666666
Baton Rouge,Wed Nov 25 23:00:19 +0000 2020,LA,Happy Thanksgiving Eve! ⁦@SierraNevada⁩ #FreshHopIPA https://t.co/LIzhYYovx8,1.0
Hammond,Wed Nov 25 23:00:21 +0000 2020,LA,My bf fucked up our outfits for thanksgiving next time I’ll just get ever cause he did not do his part now we gone be tricked up tomorrow 🤣,-0.3
Easton,Wed Nov 25 23:00:22 +0000 2020,PA,@DylanGn Thank you for the update. Happy Thanksgiving to your family from our family. We all have much to be thankful for.,0.5
Boulder,Wed Nov 25 23:00:22 +0000 2020,CO,"@ThAngryTraveler @joelindsey Yeah true, I haven’t had to do one in my own “shop” (read: shed). I’ve also seen one o… https://t.co/VLwa9QVsE9",0.475
Bronx,Wed Nov 25 23:00:25 +0000 2020,NY,"Remember those who can’t see, touch or have any visits for this upcoming holiday - when incarcerated thanksgiving d… https://t.co/rPB7qKdyVo",0.0
Atlanta,Wed Nov 25 23:00:26 +0000 2020,GA,You might trip up but you bet not fall 😤,0.0
Waterville,Wed Nov 25 23:00:35 +0000 2020,ME,Just found out my parent &amp; siblings are proceeding with Thanksgiving dinner even though I can’t make it home this y… https://t.co/YdPwjoZg6d,0.0
Tamarac,Wed Nov 25 23:00:37 +0000 2020,FL,@TPD_Ross I wish everyone a safe and wonderful thanksgiving day. May your days be blessed with joy and happiness.,0.75
Richfield,Wed Nov 25 23:00:37 +0000 2020,OH,Wow. Has to be a one and done but I’ll get more for home later. - Drinking a Tripel Dog Dare by @GLBC_Cleveland @ T… https://t.co/fvb8oHsmN3,0.19999999999999998
Atlanta,Wed Nov 25 23:00:38 +0000 2020,GA,@DanRather Happy Thanksgiving Mr. Rather. We are thankful for you as well. I'm thankful for having listened to your… https://t.co/rgxOlpHosn,0.8
Anchorage,Wed Nov 25 23:00:39 +0000 2020,AK,@Henryhooddavis Happy Thanksgiving Henry!🙏. Big love from Anchorage Alaska. https://t.co/eWxwPJ73Ok,0.43333333333333335
Lewiston,Wed Nov 25 23:00:39 +0000 2020,ME,"Leading up to Thanksgiving, The Public Theatre would like to take a moment to thank our Sustainability Sponsors for… https://t.co/8sKzmEMK04",0.0
Chicago,Wed Nov 25 23:00:39 +0000 2020,IL,Manifest gratitude daily.  Be grateful. Be extra kind to yourself &amp; others. Every day ought to be thanksgiving.… https://t.co/3T4fvlzV1F,0.19999999999999998
Seven Hills,Wed Nov 25 23:00:42 +0000 2020,OH,"We're now in lockdown.
Everything for my Wife and I to have a feast tomorrow.
Deviled eggs
Lobster tail
N.Y. strip… https://t.co/wSIQwU07CK",0.0
Charlottesville,Wed Nov 25 23:00:48 +0000 2020,VA,"Crap, I didn’t know we were supposed to give gifts for Thanksgiving.  My bad.",-0.75
Manhattan,Wed Nov 25 23:00:49 +0000 2020,NY,"1/2 This Thanksgiving will be different for all of us. During this unprecedented time as we take stock, we’d like t… https://t.co/b36Ui8NmOq",0.3
Vicksburg,Wed Nov 25 23:00:53 +0000 2020,MS,"Is there a way to make today never end?

#findyourownnorth #jennwanders #travelblog #adventureblog  #adventure… https://t.co/HO5lGxydzv",0.0
Jasper,Wed Nov 25 23:00:58 +0000 2020,FL,"Even on thanksgiving break, we still grinding @DontGoOutThere",0.0
Spring City,Wed Nov 25 23:01:00 +0000 2020,PA,The Country’s Eyes Turns to @UNMLoboFB v. @USUFootball for #Thanksgiving Night Football! Most watched #MountainWest… https://t.co/k8J9ipycF0,0.5
Las Vegas,Wed Nov 25 23:01:02 +0000 2020,NV,"Happy Thanksgiving!  Be safe! 
#balloondecorlasvegas #balloondecoratinglasvegas #balloondecoratorlasvegas… https://t.co/1IH2xUTXkp",0.8125
Boardman,Wed Nov 25 23:01:03 +0000 2020,OH,A little veal Marsala tonight at @caffe.capri   Oh boy is it good!! A little different this year for thanksgiving e… https://t.co/flPMxlLjEf,0.15625
Granite City,Wed Nov 25 23:01:15 +0000 2020,IL,"Doggos saying: ""Look at me, I'm on TikTok."" #FYP #Doggos #ThanksgivingEve #Dogs #ForYou 

https://t.co/12GW15G0Kw",0.0
El Segundo,Wed Nov 25 23:01:16 +0000 2020,CA,Im so excited to be with my family for thanksgiving. I haven’t celebrated it with them in 3 years 🥺,0.3625
Mesa,Wed Nov 25 23:01:16 +0000 2020,AZ,"No animals were harmed in the making of this meal. Happy Thanksgiving early, y’all! #NoHelpThatsAllMe #veganfood… https://t.co/g2Y21Zkj8x",0.4625
Lockland,Wed Nov 25 23:01:17 +0000 2020,OH,The Barrel house will be closed thanksgiving day so that our employees may spend the day with their families. We lo… https://t.co/KXhp4aQ3vR,-0.1
Denver,Wed Nov 25 23:01:19 +0000 2020,CO,I really wish I could see my family this thanksgiving 😔 I haven’t seen anyone in a year,0.2
Glendora,Wed Nov 25 23:01:19 +0000 2020,NJ,"@RiffTrax For the record, today marks the 100th Anniversary of the Philadelphia Thanksgiving Day Parade.  And this… https://t.co/CT0cdh7x2G",-0.25
Greenville,Wed Nov 25 23:01:21 +0000 2020,SC,It was a breath of fresh air listening to President Biden give his Thanksgiving speech today.,0.3
Fargo,Wed Nov 25 23:01:35 +0000 2020,ND,#HappyThanksgiving,0.0
Bronx,Wed Nov 25 23:01:36 +0000 2020,NY,One strip of bacon Please 🥺,0.0
Sagamore Hills,Wed Nov 25 23:01:36 +0000 2020,OH,"@JoeBiden 
Happy Thanksgiving  to you and your  family.  We need your leadership and your team very badly but for n… https://t.co/9pSf56TYud",-0.05499999999999988
Tampa,Wed Nov 25 23:01:38 +0000 2020,FL,Join me tonight for a Pre-Thanksgiving special edition Livestream on Mixcloud Live starting at 8pm ET. Everything g… https://t.co/rOdpx8aBkH,0.1645021645021645
Montreat,Wed Nov 25 23:01:41 +0000 2020,NC,@BarrettSallee Mashed Potatoes do not belong on a Thanksgiving table.,0.0
Buffalo,Wed Nov 25 23:01:42 +0000 2020,NY,"Who’s enjoying some Lockhouse Spirits with their Thanksgiving feast tomorrow? (We are.)
•
#lockhousedistillery… https://t.co/DzajkQgCZ3",0.5
