city,date,state,text,polarity
Seattle,10-27-2020,WA,I wonder how Charlie is doing. Loved every minute dealing with him when he managed the Grays Harbor Gulls. Also the… https://t.co/4tVjyYGBic,0.7
Houston,10-27-2020,TX,@alannarizzo Ask me after the game tonight! @alannarizzo 😈⚾️💙 #LATogether #WorldSeries #Dodgers #BleedBlue,-0.5
Arlington,10-27-2020,TX,Let’s Go @Dodgers https://t.co/Cxng5mEFed,0.0
Riverside,10-27-2020,CA,Tonight! Let's go @Dodgers !! 🔥🔥🔥,0.0
Houston,10-27-2020,TX,@Dodgers please don’t stress me out tonight just win the game please 🥺,0.2
Bakersfield,10-27-2020,CA,Let’s gooo boys ⚾️💙🙏 @Dodgers #Dodgers,0.0
Costa Mesa,10-27-2020,CA,@DodgersBro Wow!!! That’s awesome!!!,0.59765625
Hawthorne,10-27-2020,CA,"#Lakers just won their 17th championship

#Dodgers can win their 7th

17 + 7 = 24 for Kobe!?!?!? 

Man .... this ha… https://t.co/km0U2daG5X",1.0
Los Angeles,10-27-2020,CA,@CactusJackk__ WE GOT THIS! #Dodgers,0.0
Doral,10-27-2020,FL,"#tbt #TurnBackTuesday
The skipper &amp; chairman of the board. The battle continues tonight! 💪🏼⚾️🔵#Dodgers #LosDoyers… https://t.co/0eU4ZGlfn6",0.0
Dallas,10-27-2020,TX,@DodgerYard 5-4 dodgers,0.0
Mastic,10-27-2020,NY,I would love to see a game 7 but I think the Dodgers are winning tonight,0.2
Little Rock,10-27-2020,AR,"#VivaLosDoyers 

It’s been a long time since 1988. @dodgers 

#WinForVin #WorldSeries https://t.co/YFhXJCVpOR",-0.05
Newark,10-27-2020,NJ,Que nadie me joda when the game starts. #RaysUp #WorldSeries,-0.4
Detroit,10-27-2020,MI,Is this possible that another celebration at Los Angeles tonight? Could happen if the Dodgers win tonight,0.4
Orange,10-27-2020,CA,Zero a dodgers fan but they must win tonight 😭🙏🏼,0.8
Greencastle,10-27-2020,PA,@yankees_chat @TalkinJake 6-5 Rays,0.0
Skippers Corner,10-27-2020,NC,dodgers win the world series tonight. book it.,0.8
Skippers Corner,10-27-2020,NC,dodgers win the world series tonight. book it.,0.8
Paradise,10-27-2020,NV,@TonyDasco I don't think it matters. I say Dodgers tee off tonight. 7-3,0.0
Oxford,10-27-2020,MS,dodgers,0.0
Los Angeles,10-27-2020,CA,Tonight is the night‼️Let’s finish this series❗️#dodgers #letsgetitdone #bleedblue,0.0
