city,date,state,text,polarity
Los Angeles,10-20-2020,CA,"Let's go LA! Make it great like '88
#lakerchampionship 
#dodgerchampionship 
#dodgers @ Woodland Hills https://t.co/AX1P661n7J",0.8
Sunnyside,10-20-2020,OR,"@wsteele9 @carlyraejepsen @JMcGuireMLB @MLB @Dodgers @RaysBaseball Cheap shot. Really, not funny. Stay classy there, Willie.",0.125
Sunnyside,10-20-2020,OR,"@wsteele9 @carlyraejepsen @JMcGuireMLB @MLB @Dodgers @RaysBaseball Cheap shot. Really, not funny. Stay classy there, Willie.",0.125
Sunnyside,10-20-2020,OR,"@wsteele9 @carlyraejepsen @JMcGuireMLB @MLB @Dodgers @RaysBaseball Cheap shot. Really, not funny. Stay classy there, Willie.",0.125
Tallahassee,10-20-2020,FL,"Kersh is food in the playoffs, Rays get it done 6-3 tonight",0.0
Houston,10-20-2020,TX,Dodgers in 6. #Dodgers,0.0
San Bernardino,10-20-2020,CA,"I’ll be at work for tonight’s game but if you’re watching the game and not working, have a drink for me! Let’s go @Dodgers!!!! #LATogether",-0.7
Arlington,10-20-2020,TX,2020 World Series Game 1. Little BP before the game. #Worlds2020 @GlobeLifeField https://t.co/WJRthmxZuV,-0.32916666666666666
Huntington Beach,10-20-2020,CA,@X_Offender__ I want them to finally win a World Series in my lifetime 😔,0.8
Los Angeles,10-20-2020,CA,It’s your turn @Dodgers it’s time to make it happen for LA 💙⚾️🏆🖤🏒 #LATogether #LAKings https://t.co/ODFnbRSBm1,0.0
Bowling Green,10-20-2020,KY,@forsheeee Looks good! Go Rays!,1.0
Chicago,10-20-2020,IL,My boii Obelisk The Tormentor gonna beast in the World Series tonight,0.0
Gibbstown,10-20-2020,NJ,@PacinWags thinking Rays tonight,0.0
Tucson,10-20-2020,AZ,@RoutineBaseball 5-3 Dodgers Win.,0.8
Trumbull,10-20-2020,CT,@FrontierCorp This is dumb to post... considering you cut MLB network all the teams which I paid for the local Sny… https://t.co/OuQFSktYtW,-0.1875
Los Angeles,10-20-2020,CA,"💙💙Let’s go @Dodgers , let’s go!! 💙💙⚾️",0.0
Arlington,10-20-2020,TX,"So far there the crows break down at @GlobeLifeField is 90% @Dodgers fans, 8% @Braves still hanging around sad with… https://t.co/HzabmNNqbf",-0.1851851851851852
Los Angeles,10-20-2020,CA,@mayralgomez @LosDodgers O sea Dodger pero del norte de CA?,0.0
Torrance,10-20-2020,CA,"Currently thinking about smiley, happy Yoongi at the Dodger’s game last year 🥺⚾️💙 @BTS_twt @Dodgers 

https://t.co/NjOUqDZWCS",0.1
Enterprise,10-20-2020,NV,#LetsGoDodgers #Dodgers https://t.co/L47x3oJcCz,0.0
Owensboro,10-20-2020,KY,"Reagan Chinn gives DC an early 1-0 lead over Grayson County. 

38:00, 1H",0.1
Brighton,10-20-2020,NY,@anandsharma89 I see nothing wrong in that either. The irony is that a country that prays women as Gods cannot prot… https://t.co/mUoVPVxUmi,-0.5
Huntington Beach,10-20-2020,CA,"@X_Offender__ Lol yeah I know I figured 😂
I would rather have Yankees/Dodgers WS",0.8
Los Angeles,10-20-2020,CA,Let’s Get This W @Dodgers #WorldSeries,0.0
Willoughby,10-20-2020,OH,@BIG_DADDY_OTT Go rays,0.0
Corvallis,10-20-2020,OR,If @RandyArozarena goes yard tonight I’m buying a jersey on the spot #RaysUp,0.0
Arlington,10-20-2020,TX,"So far there the #WorldSeries crowd break down at @GlobeLifeField is 90% @Dodgers fans, 8% @Braves fans still hangi… https://t.co/C7Zq0EgTn1",-0.02777777777777779
Arlington,10-20-2020,TX,Game 1 👀#Dodgers https://t.co/moisx9lnLM,-0.4
West Allis,10-20-2020,WI,GO RAYS.,0.0
East Los Angeles,10-20-2020,CA,@Dodgers 🔥🔥🔥,0.0
San Marcos,10-20-2020,CA,Live from Globe Life... proud of you @DuranSports... now bring me back a souvenir! #LivingTheDream #Dodgers https://t.co/wVogtiZ76F,0.3121212121212121
Tampa,10-20-2020,FL,"Title Bay, USA!!!
@TBLightning 🏒🥅
@Buccaneers 🏈🏟
@RaysBaseball ⚾️🧢
@TampaBayRowdies 👟⚽️
...................
🏆🏆🏆🏆",0.0
Greensboro,10-20-2020,NC,"@TheRealSpin4You Dammit - so, my 14 @Dodgers flags aren’t going to make you a fan. #Fail 😢😂",-0.5
North Liberty,10-20-2020,IA,A couple of the dodgers players are cuteeeeee,0.0
