city,date,state,text,polarity
Natick,Sun Nov 29 23:00:05 +0000 2020,MA,Thanksgiving is done! Time to get ready for Christmas!!!! @simonahorsikyan and I are trying to get recruited for Sa… https://t.co/MzVpDtYB8g,0.48828125
Eastvale,Sun Nov 29 23:00:05 +0000 2020,CA,some late thanksgiving flicks 4 ya https://t.co/3OyCEAVE99,-0.3
South Gate,Sun Nov 29 23:00:37 +0000 2020,MD,"@xaichai No, but she'd like a dog. As a traveling priest, though, it's kinda hard to do. Either she leaves it home… https://t.co/McSvLY2viu",-0.2916666666666667
Gonzales,Sun Nov 29 23:00:43 +0000 2020,LA,My Colorado trip is in February and i haven’t started planning at all,0.0
Aledo,Sun Nov 29 23:01:05 +0000 2020,TX,I’m putting this on the wish list for the triplets https://t.co/TWs3v0C5gC,0.0
Manchester,Sun Nov 29 23:01:07 +0000 2020,NH,@MartinaMarkota *books flight*,0.0
Sacramento,Sun Nov 29 23:01:25 +0000 2020,CA,The fact that people out here selling 45 lbs plates for damn near triple the price is fucking annoying😤,-0.25
Hampton,Sun Nov 29 23:01:55 +0000 2020,VA,crazy cause this week has been one of my favorite trips home &amp; today was just so bad.,-0.2666666666666666
Boston,Sun Nov 29 23:02:07 +0000 2020,MA,thinkin bout when i told oomfs happy thanksgiving and i’m still left on delivered 😪,0.4
Dallas,Sun Nov 29 23:02:11 +0000 2020,TX,@elonmusk @MarcusHouseGame @bcart03 @nextspaceflight @NASASpaceflight Why would the Lunar Starshlp’s legs need shielding?,0.0
Scottsdale,Sun Nov 29 23:02:45 +0000 2020,AZ,"Some Thanksgiving pics 2020. 
#thanksgiving #family #home #qualitytime #2020 #thankyougod @ Scottsdale, Arizona https://t.co/26k1BtpPL7",0.0
Elsa,Sun Nov 29 23:02:51 +0000 2020,TX,And it's a trip because you never hesr anybody whi got amnesty talking shit. They're just thankful.  It's always th… https://t.co/nfRiaZsBJZ,-0.2
Charlotte,Sun Nov 29 23:03:14 +0000 2020,NC,Should travel in September 2021 be a thing... where should I go for my 10th wedding anniversary?,0.0
Pittsburgh,Sun Nov 29 23:03:36 +0000 2020,PA,@russ_walker Those sunset flights are a sight to behold.,0.0
Wilkes-Barre,Sun Nov 29 23:03:40 +0000 2020,PA,Third dog - Drinking a Super Duper Triple Citra by @hookerbeer at @daven3pbv  — https://t.co/1vHyfHy1Pn,0.16666666666666666
Mishawaka,Sun Nov 29 23:03:51 +0000 2020,IN,I just want 1 person to travel with for my birthday how hard is that to ask 😭,-0.2916666666666667
Atlanta,Sun Nov 29 23:03:52 +0000 2020,GA,@Euphraxio Straight up trippin 😂,0.2
McLeansville,Sun Nov 29 23:03:59 +0000 2020,NC,"It’s sad that this a even a possibility. This is 2015 all over again. Win the game before Thanksgiving, get embarra… https://t.co/5FCmMxvTf8",-0.033333333333333326
Denver,Sun Nov 29 23:04:07 +0000 2020,CO,@sofain @trippypoop @adrian_chrome I think he just wants you to keep paying attention to him. If he has two Twitter… https://t.co/arwsxKCekK,0.2
Moreno Valley,Sun Nov 29 23:04:12 +0000 2020,CA,Our only way of living was stolen 2 days before thanksgiving all while living in a sleazy hotel in Moreno Valley Ca… https://t.co/sGflAzdJzh,0.0
Alexandria,Sun Nov 29 23:04:13 +0000 2020,VA,thanksgiving https://t.co/0y174PUiTh,0.0
Baltimore,Sun Nov 29 23:04:14 +0000 2020,MD,"NY Strip Roast &amp; Delicata Squash @ Baltimore, Maryland https://t.co/GcVHjTMfgg",0.0
Houston,Sun Nov 29 23:04:22 +0000 2020,TX,Y hire stunt doubles on pvalley ? And not real strippers lol,0.35000000000000003
Kansas City,Sun Nov 29 23:04:23 +0000 2020,MO,@NickStarlingTV @41actionnews How do you feel traveling by plane? Unsafe? Fine? Let me know,0.4166666666666667
New Orleans,Sun Nov 29 23:04:30 +0000 2020,LA,@Kyron2x_ No he tripping fr😂,0.0
Charlotte,Sun Nov 29 23:04:31 +0000 2020,NC,I seen this at 18 years old at my very first strip club &amp; it changed my life forever. Nothing was the same. 🤯🤣,0.1416666666666667
Atlanta,Sun Nov 29 23:04:32 +0000 2020,GA,"Thanksgiving 2020

#glowpit #rowyourboatchallenge⁠￼⁠ #bonfire #glopit #georgia #family #firepitchronicles… https://t.co/lW79lelVTW",0.0
Manhattan,Sun Nov 29 23:04:45 +0000 2020,NY,"not to brag about how good a cook I am but these thanksgiving leftovers are still better than sex

somebody please date me 🥺",0.6
Belleville,Sun Nov 29 23:04:48 +0000 2020,IL,@AndBrazen The Boy In The stripped Pajamas,0.0
Phoenix,Sun Nov 29 23:05:17 +0000 2020,AZ,The start of my thanksgiving weekend was horrible but it ended amazing. My wonderful bf surprised me yesterday by s… https://t.co/mbpC1bTYzw,0.17500000000000002
Memphis,Sun Nov 29 23:05:19 +0000 2020,TN,"If jobs with titles like ""Travel Dialysis Registered Nurse Acute RN- Memphis TN"" sound appealing to you, follow us… https://t.co/CwlkOWMI9E",0.5
Kansas City,Sun Nov 29 23:05:31 +0000 2020,MO,We’ve reached the sad part of my trip. Mom: how did the week go by so quickly?! ❤️😭😭😭,-0.041666666666666685
Claremont,Sun Nov 29 23:05:33 +0000 2020,CA,"Maybe all that east coast travel finally caught up with the #LARams 
#NFL",0.0
Houston,Sun Nov 29 23:05:40 +0000 2020,TX,Anybody down for a Colorado trip?,-0.15555555555555559
Long Beach,Sun Nov 29 23:05:57 +0000 2020,CA,"Now offering French red flights to go. 1/2 glass each of Bourgogne, Pays D’Oc, and Costieres de Nimes. pairs great… https://t.co/U8YRX1KgxU",0.0
Chesapeake,Sun Nov 29 23:06:06 +0000 2020,VA,Dismal swamp #greatdismalswampnationalwildliferefuge #sailing #liveaboardlife #travel @ Deep Creek Lock Park https://t.co/cHc6iyF34N,0.0
Manhattan,Sun Nov 29 23:06:16 +0000 2020,NY,I look like one of the stripes https://t.co/4AC4p9CMDG,0.0
Lubbock,Sun Nov 29 23:06:21 +0000 2020,TX,@CandaceRay Yes I had planned on going to Oklahoma to the casino there Thanksgiving weekend but went to Vegas inste… https://t.co/l1qPtvHa5t,0.0
Atlanta,Sun Nov 29 23:06:28 +0000 2020,GA,"I want to stop eating leftover thanksgiving food very badly

But I also have pie in my house 

My willpower is only so strong",-0.15888888888888883
Scotch Plains,Sun Nov 29 23:06:38 +0000 2020,NJ,Decided the turkey gravy I made for Thanksgiving was alright after all—just needed a few days to find itself.,-0.2
Lafayette,Sun Nov 29 23:06:49 +0000 2020,LA,I always wanted to go on a road trip in an RV.,0.0
Portland,Sun Nov 29 23:06:50 +0000 2020,ME,"Some highlights from our Holiday weekend. Hope you all had a FANTASTIC and safe Thanksgiving! @ Portland, Maine https://t.co/862feFnMYP",0.5125
Atlanta,Sun Nov 29 23:06:56 +0000 2020,GA,And yes I tested negative for covid before and after this trip thank you,-0.3
Camden,Sun Nov 29 23:07:01 +0000 2020,NJ,"@delightedbite That's a good idea. I'm cooking myself Thanksgiving dinner right now because the boyfriend, bless hi… https://t.co/X2qcqgIyk4",0.4928571428571428
Dallas,Sun Nov 29 23:07:10 +0000 2020,TX,Bet everyone couldn’t wait til thanksgiving over to put they Christmas decorations up,0.0
Winchester,Sun Nov 29 23:07:41 +0000 2020,MA,"Bottle 750 of 1500. Exact middle. Thanks Koza's!  Sweet, heat, smooth. Great. - Drinking a Maple Tripple Ale by… https://t.co/jyeBdMVV42",0.3416666666666666
Laramie,Sun Nov 29 23:07:46 +0000 2020,WY,Busy week in UW sports upcoming: two basketball games over next few days and a trip back to Vegas for a gridiron ma… https://t.co/KLE0YPo2fU,-0.025
West Linn,Sun Nov 29 23:07:48 +0000 2020,OR,"@topknottraveler The university hospital I try to go to as much as possible does that too, and the last time I walk… https://t.co/GMo1VLMvKV",0.0
Cudahy,Sun Nov 29 23:07:49 +0000 2020,WI,@masonictraveler We haven't yet.,0.0
Maplewood,Sun Nov 29 23:07:56 +0000 2020,NJ,@jamisonhensley @MikeTriplett 🥴,0.0
Fruit Cove,Sun Nov 29 23:08:25 +0000 2020,FL,Thanksgiving 2020 video. Every year I make a video of the food being prepped. It’s a neat way to see how I improve… https://t.co/XE76IhYXHu,0.0
Harrisville,Sun Nov 29 23:08:52 +0000 2020,RI,"""Mad Easy #Thanksgiving 🦃 #leftovers #crescent rolls 😋 with a side of my great grandmothers celery salad 🥗🍽 https://t.co/uEFzy4SYHQ",0.2027777777777778
Gulf Shores,Sun Nov 29 23:08:52 +0000 2020,AL,"Dying to travel, also dying to buy a house. I only have enough for one",0.0
St Petersburg,Sun Nov 29 23:09:01 +0000 2020,FL,"📸 [2015/16] Thankful for the lads • Circa Twenty Fifteen 💥 #Thanksgiving2020 
.
.
.
https://t.co/2S4y1Fbd60 @ Jack… https://t.co/B6q6XZQR3t",0.0
Mount Airy,Sun Nov 29 23:09:04 +0000 2020,MD,"Decorating a complete. Thanksgiving in the bag. Time to change seasons and attitudes. @ Mount Airy, Maryland https://t.co/bHgbB14GIn",0.1
Los Angeles,Sun Nov 29 23:09:15 +0000 2020,CA,@DudeAsInCool That was my destination. I would travel from LA to Lamy.  I am from Santa Fe.,0.0
Texas City,Sun Nov 29 23:09:39 +0000 2020,TX,me trippin over my headband is everything 😂,0.0
Virginia Beach,Sun Nov 29 23:09:46 +0000 2020,VA,"CYBER MONDAY SALE
50% OFF SELECT APPAREL
USE CODE: CYBER50
.
STRIPE  DOLLY OFF SHOULDER JUMPSUIT 
WEARING 1X  SIZE… https://t.co/eMB4jqzSka",0.0
O'Fallon,Sun Nov 29 23:09:57 +0000 2020,MO,I’m very confident in guessing that this new/rebuilt @QuikTrip in St. Peters on Mid Rivers Mall Dr. at Willott Rd.… https://t.co/91zCAbUPmC,0.325
Durham,Sun Nov 29 23:10:14 +0000 2020,NH,What type of stock does Trump make after Thanksgiving? Laughing stock.,0.0
Highland Village,Sun Nov 29 23:10:35 +0000 2020,TX,@JoeBiden you gotta lock down interstate travel.  3 week a a time until zero.  Remember theee was a time when… https://t.co/RvDPNLkwaj,-0.15555555555555559
San Antonio,Sun Nov 29 23:10:42 +0000 2020,TX,"Tech fans travel, man. It’s so awesome to hear them take over every arena they’re in.",1.0
San Francisco,Sun Nov 29 23:10:43 +0000 2020,CA,So my mom who exposed herself to my infect sister on Thanksgiving is telling me she can't afford a rapid… https://t.co/zRmKX5QrYD,0.0
Monroe,Sun Nov 29 23:11:01 +0000 2020,LA,Never Trip About A Text Back Cause People Make Time For Who They Want🤷🏽‍♂💯,0.0
Galveston,Sun Nov 29 23:11:10 +0000 2020,TX,@DaOGTriple Cornyn has never voted against Trump,0.0
Loveland,Sun Nov 29 23:11:17 +0000 2020,OH,it’s fun being apart of the boys til they invite you to thanksgiving and you gotta meet the family 😐,0.3
Enterprise,Sun Nov 29 23:11:33 +0000 2020,NV,@EmpressofLight2 💯 true :(,-0.2
Richmond,Sun Nov 29 23:11:38 +0000 2020,VA,Drinking a Landbier - 2020 Variant by @TripleCrossing at @triplecrossing — https://t.co/ohA9cuMRKH,0.0
Saugerties South,Sun Nov 29 23:11:55 +0000 2020,NY,How do people get hyped for thanksgiving and think yes i cant wait for MASHED POTATOES,0.0
College Park,Sun Nov 29 23:12:28 +0000 2020,GA,missed my flight cause I didn’t get wings. I’m convinced🤣,0.0
Findlay,Sun Nov 29 23:12:47 +0000 2020,OH,@Alexxloool @FLITTER Everyone died. Worst thanksgiving ever thanks to @FLITTER,-0.4
San Diego,Sun Nov 29 23:12:48 +0000 2020,CA,Anyone down for Big bear lakes trip this January? Got a cabin locked in for it 🏔🏂,-0.07777777777777779
Buenaventura Lakes,Sun Nov 29 23:13:03 +0000 2020,FL,@frdrck___ A good facial cleanser and a warm rag...I’m not tripping,0.4333333333333333
Denver,Sun Nov 29 23:13:06 +0000 2020,CO,@MrAndyNgo Time for a trip to the woodshed. Enough,0.0
Lubbock,Sun Nov 29 23:13:45 +0000 2020,TX,Burnett attempts to take a shot before the shot clock ran out and he is called on a travel... 🚨🚨🚨 #SPMT3373,0.0
Parsons,Sun Nov 29 23:13:46 +0000 2020,KS,nothing like logging onto blackboard after thanksgiving break to realize you have 10 papers due tomorrow 😭 and you… https://t.co/BoYF7t3fet,-0.125
Chevy Chase,Sun Nov 29 23:14:02 +0000 2020,MD,My favorite thing of Thanksgiving is the next three days without having to plan what's for dinner,0.25
Euclid,Sun Nov 29 23:14:19 +0000 2020,OH,A girls trip is needed ASAP,0.0
Newnan,Sun Nov 29 23:14:30 +0000 2020,GA,@deolebear @NomadsPassport @poetixtrip @RudiGourmand @MadHattersNYC @Nicolette_O @RCGibby73 @Stars252525… https://t.co/tbXNIGo9Km,0.0
Cape Canaveral,Sun Nov 29 23:14:31 +0000 2020,FL,"Travel lines -
 #sky #skyphoto #skyphotography #Florida #floridasky https://t.co/2wmO3xKalV",0.0
Zelienople,Sun Nov 29 23:14:32 +0000 2020,PA,"Round 3. Uncle.

#Thanksgiving #leftovers https://t.co/FwVJJaD3GL",-0.2
