city,date,state,text,polarity
Fairfield,Mon Nov 23 23:00:03 +0000 2020,CA,@MatthewKeysLive Panic buying + Thanksgiving = yeah-Nope,0.0
Casas Adobes,Mon Nov 23 23:00:06 +0000 2020,AZ,"stupid rona, bc of her I’m going to be alone on thanksgiving 😂🥺",-0.7999999999999999
Covington,Mon Nov 23 23:00:13 +0000 2020,LA,@GanjaGirl0420 @HOSoles Tripping on acid i FKN love that😂😂,0.5
Palm Springs,Mon Nov 23 23:00:21 +0000 2020,CA,Dear God we give thanks to you this Thanksgiving week most especially for revelations from the Keeper of the Kracke… https://t.co/qPDNCigPYB,0.2333333333333333
Brooklyn,Mon Nov 23 23:00:43 +0000 2020,NY,Honestly surprised no photos of me drunk and tripping acid at Voodoo Fest NOLA have circulated.,-0.2
Ridgefield,Mon Nov 23 23:00:51 +0000 2020,CT,"We will be closed Thursday 11/26 in observance of Thanksgiving, returning on Friday 11/27 at 7am. 
~~~~~
🦃 Tweet us… https://t.co/zKmgBbq5JG",-0.1
San Antonio,Mon Nov 23 23:00:52 +0000 2020,TX,Night shifts this week but only 3 days then off for thanksgiving 🤌🏽,0.0
Dahlonega,Mon Nov 23 23:00:55 +0000 2020,GA,@ChloeMorello Thank you Chloe!! I think they’d be perfect! Happy early thanksgiving to you ❤️❤️❤️,0.6333333333333334
Norcross,Mon Nov 23 23:01:21 +0000 2020,GA,Trippy,0.0
Ruston,Mon Nov 23 23:01:33 +0000 2020,LA,Sheniqua better be GLAD my daddy cancelled Thanksgiving this year 😂,0.5
Palm Harbor,Mon Nov 23 23:02:12 +0000 2020,FL,"Late night tables for thanksgiving!
#tampabaysalvage #customwoodworking #finewoodworking #instathanksgiving… https://t.co/KihxsCOgWL",-0.375
Indian Harbour Beach,Mon Nov 23 23:02:42 +0000 2020,FL,@travelong6 Nobody want you pathetic loser.,-1.0
Kansas City,Mon Nov 23 23:02:56 +0000 2020,MO,Planning my next trip alone buying my tickets &amp; hotel alone !,0.0
Detroit,Mon Nov 23 23:02:59 +0000 2020,MI,I’m so excited I get to go to work and eat hospital cafeteria food on Thanksgiving 🥰,0.375
Roseville,Mon Nov 23 23:03:05 +0000 2020,MN,"As much as I love seeing my whole family, it’s better I am spending Thanksgiving with just my parents. I think it w… https://t.co/N65roPXbCv",0.39999999999999997
Norwood,Mon Nov 23 23:03:05 +0000 2020,MA,Airports full of people traveling 😡,0.35
Des Moines,Mon Nov 23 23:03:10 +0000 2020,IA,"Once this COVID situation is over, catch me on a flight every weekend ✌🏾",0.0
Houston,Mon Nov 23 23:03:13 +0000 2020,TX,Please remember not to invite COVID to Thanksgiving. It is not safe for people to gather in large groups or to sit… https://t.co/VuJvutDa87,-0.017857142857142863
Alpine,Mon Nov 23 23:03:25 +0000 2020,CA,Crypto is my latest obsession!! I’m glad I jumped in now with #XRP I just woke up and tripled my money over night. Crazy!,0.17708333333333334
Palm Springs,Mon Nov 23 23:03:38 +0000 2020,CA,@MajorPatriot @LLinWood Dear God we give thanks to you this Thanksgiving week most especially for revelations from… https://t.co/GuLzRKhOiE,0.2333333333333333
Houston,Mon Nov 23 23:03:39 +0000 2020,TX,"Day one of thanksgiving break: got everything for thanksgiving dinner, took frank to a vet, started school projects… https://t.co/4z6cG9Xhac",0.0
Palm Springs,Mon Nov 23 23:03:40 +0000 2020,CA,"@jenmcpt I agree at the very least this year is a mulligan for Thanksgiving. And, probably Christmas.",-0.39
Metairie,Mon Nov 23 23:03:42 +0000 2020,LA,"@chick_in_kiev @beerfoodtravels i feel like it's really easy to gin up rumors to boost impressions, likes, abd RTs.",0.43333333333333335
Mount Pleasant,Mon Nov 23 23:03:42 +0000 2020,MI,I can’t believe thanksgiving is this week! This was photographed in late summer to feature scholarship winners at C… https://t.co/vRXg4S4ieF,-0.3
Apple Valley,Mon Nov 23 23:03:48 +0000 2020,CA,Anyone who isn’t close w their family or doesn’t have plans for thanksgiving &amp; would like to come to my thanksgiving you are welcome! 💖,1.0
Pascagoula,Mon Nov 23 23:03:52 +0000 2020,MS,@soulquarius_ 👀 top 3 wrestlers that you would want to see do a triple threat match?(of course while in their prime),0.5
Waipio,Mon Nov 23 23:04:01 +0000 2020,HI,@trippytipssy Shawty want a nigga to go blind behind it 😭,-0.45
Pascagoula,Mon Nov 23 23:04:05 +0000 2020,MS,top 3 wrestlers that you would want to see do a triple threat match?(of course while in their prime),0.5
Martin,Mon Nov 23 23:04:08 +0000 2020,TN,"“Scotty Doesn’t Know” -Eurotrip 
“Inside of You” -Aldous Snow, Get Him To The Greek, actually, all Aldous Snow songs",0.0
Los Angeles,Mon Nov 23 23:04:15 +0000 2020,CA,My sisters really be fucking up thanksgiving plans because they wanna fight 😤 fml 🤦🏻‍♀️ this what happens when u the middle sister 😒,-0.3
Baltimore,Mon Nov 23 23:04:22 +0000 2020,MD,Earning my stripes with the boys #titanup⚔️ @ M&amp;T Bank Stadium https://t.co/e4oS9PPMtp,0.0
Manhattan,Mon Nov 23 23:04:33 +0000 2020,NY,OK now I’m starting to get depressed about spending Thanksgiving alone. https://t.co/XDRLARbpYe,0.25
Tuscaloosa,Mon Nov 23 23:04:38 +0000 2020,AL,Looking for more info on safe and healthy Thanksgiving activities? Check out these ADPH recommendations👇,0.5
Chicago,Mon Nov 23 23:04:45 +0000 2020,IL,1948 Pale Ale is bottled and ready for your thanksgiving festivities. To order: https://t.co/D7o3P3hvt8 @ Lake Effe… https://t.co/WnSmdTK1a3,-0.0049999999999999906
Nampa,Mon Nov 23 23:04:53 +0000 2020,ID,The number of voting age adults who don't know that Thanksgiving falls on a Thursday every year is astounding and terrifying.  😳,-0.2
Norfolk,Mon Nov 23 23:05:00 +0000 2020,VA,Grab a 4-pack of wine for Thanksgiving for only $48! The easiest way to make your family happy at the big dinner. C… https://t.co/7uEkEYjaZ6,0.26666666666666666
Mechanicsville,Mon Nov 23 23:05:01 +0000 2020,VA,@cougarhokie mac and cheese is a D tier side for thanksgiving tbh,0.0
Beaverton,Mon Nov 23 23:05:24 +0000 2020,OR,After thanksgiving,0.0
Fort Wayne,Mon Nov 23 23:05:28 +0000 2020,IN,"#AmericanAirlines Reverses Policy That Imposed Weight Limit On #Wheelchairs https://t.co/aX20sC3U7I
#travel #wheelchairLife",0.0
Santa Ana,Mon Nov 23 23:05:33 +0000 2020,CA,Why does my mother decide to be out of the country on thanksgiving day🙄,0.0
Pittsfield,Mon Nov 23 23:06:06 +0000 2020,MA,@dowdyj11 Thank you have a great thanksgiving my friend,0.8
Mount Pleasant,Mon Nov 23 23:06:08 +0000 2020,SC,Got to spend some time with @CharlestonTSA as they passed out Thanksgiving meal boxes. Lots of families went home w… https://t.co/uv1DlKU7qi,0.0
Nanuet,Mon Nov 23 23:06:25 +0000 2020,NY,There is not a more empty feeling than not seeing your family on Thanksgiving.,-0.175
Mount Pleasant,Mon Nov 23 23:06:26 +0000 2020,MI,thanksgiving day falls on the day i lost my dad 3 years ago &amp; i’ll be stuck in mount pleasant away from my family.… https://t.co/KCo33pzNGg,0.7333333333333333
Mercerville,Mon Nov 23 23:06:28 +0000 2020,NJ,@damaronwolf @KenshitheFox HAVE A GREAT AND MOST WONDERFUR THANKSGIVING,0.65
Tampa,Mon Nov 23 23:06:29 +0000 2020,FL,Thank you @WILL_GHOLSTON2 for helping @FeedingTampaBay during Thanksgiving. I'm sure my friend @Scottinthe3rd appre… https://t.co/N2ie68RKT7,0.5
Lanham,Mon Nov 23 23:06:31 +0000 2020,MD,@FlipppityFLIP It’s not even a lot TBH. I just know how leftovers go over here...and I ain’t cooking shit else becuz thanksgiving,-0.2
Dallas,Mon Nov 23 23:06:34 +0000 2020,TX,Watching all the Thanksgiving episodes of Brooklyn Nine-Nine. A vibe.,0.0
Bronx,Mon Nov 23 23:06:57 +0000 2020,NY,#Thanksgiving and #Thanksgiving2020 came early. @GSAEmily finally is allowing the transition of @JoeBiden! Finally!,0.03333333333333333
Red Lion,Mon Nov 23 23:07:07 +0000 2020,PA,"@EliseLabott great job tonight, as usual! Enjoy your Thanksgiving.",0.29583333333333334
Boston,Mon Nov 23 23:07:10 +0000 2020,MA,You can do all the family thanksgiving things over zoom and just make your own food. You know what I can’t do over… https://t.co/rZVdmEIOqr,0.6
Murrells Inlet,Mon Nov 23 23:07:17 +0000 2020,SC,@NYGovCuomo Your daughter’s actually coming over to my place for Thanksgiving thanks tho,0.1
Brooklyn,Mon Nov 23 23:07:25 +0000 2020,NY,Not people calling to make reservations for thanksgiving 😖😖😖😖😣😣😖,0.0
Phoenix,Mon Nov 23 23:07:33 +0000 2020,AZ,i drank three bottles of wine last thanksgiving. the bar has been set v high. godspeed kempton fam.,0.08
North Charleston,Mon Nov 23 23:07:48 +0000 2020,SC,@AshaRangappa_ @GSAEmily Come on Asha! I don’t want to spell it out for you because it would get nasty.  ;) Happy Thanksgiving. Stay safe,0.1375
West Long Branch,Mon Nov 23 23:07:52 +0000 2020,NJ,Our SJS Pilgrims wish you a very Happy Thanksgiving!🦃💕🇺🇸 https://t.co/oJKOpS2LBC,1.0
Tampa,Mon Nov 23 23:08:13 +0000 2020,FL,My twitter be tripping it won’t let me post my fleets anymore wtf 😿,-0.5
San Marcos,Mon Nov 23 23:08:28 +0000 2020,TX,Logging off canvas for thanksgiving break and pretending my grades do not exist https://t.co/jJ2LzcOO5j,0.0
Miami,Mon Nov 23 23:08:33 +0000 2020,FL,"Travel Channel's 'KINDRED SPIRITS' Returns With New Season of Mind-Bending Hauntings Jan. 2 
https://t.co/IXmHYxBIvQ",0.13636363636363635
Albuquerque,Mon Nov 23 23:08:34 +0000 2020,NM,Gonna be by myself for thanksgiving 🥺,0.0
Chula Vista,Mon Nov 23 23:08:37 +0000 2020,CA,"Don’t forget the most imp ingredients this Thanksgiving. While it's safest not to gather, if you do, keep safety &amp;… https://t.co/Gel2DuHV4K",0.5
Plant City,Mon Nov 23 23:08:41 +0000 2020,FL,My weekend was very good thanksgiving is around the corner and I love this holiday....,0.705
League City,Mon Nov 23 23:08:43 +0000 2020,TX,If you think the push to prevent the spread of COVID this Thanksgiving is to protect your family....you’re wrong! I… https://t.co/bB5QXyUXBJ,-0.625
Seattle,Mon Nov 23 23:08:49 +0000 2020,WA,Thanksgiving already? We still have appointments available before we close Thursday &amp; Friday for Thanksgiving! Just… https://t.co/fYq5pLAcQc,0.5
Asheville,Mon Nov 23 23:08:50 +0000 2020,NC,so true. i never know. do i wear it? do i not wear it? right now i’m traveling. i’m unsure of the etiquette in unfa… https://t.co/wXTFlHq3ky,0.31785714285714284
Atlanta,Mon Nov 23 23:08:54 +0000 2020,GA,Somebody send me some songs for thanksgiving playlist,0.0
Beavercreek,Mon Nov 23 23:09:08 +0000 2020,OH,@chknugspls and I went on a field trip to the inner harbor forever ago and we went to the candy store. Ever since t… https://t.co/LjXAEYxruB,0.0
Minnetonka,Mon Nov 23 23:09:17 +0000 2020,MN,@ehase02 Ahhh! Remind me to tell you about the time I had Richard Simmons on a flight and he wanted to replace… https://t.co/kckgA6Qi7m,0.0
Queens,Mon Nov 23 23:09:19 +0000 2020,NY,All I did in class today? Send my professor “Dolly Parton cures Covid” memes and wish her a happy thanksgiving.,0.8
St Petersburg,Mon Nov 23 23:09:20 +0000 2020,FL,Y’all is a trip,0.0
West Long Branch,Mon Nov 23 23:09:26 +0000 2020,NJ,Happy Thanksgiving from our SJS Pilgrims.💕🦃 https://t.co/Pdjimy8X0y,0.8
Los Angeles,Mon Nov 23 23:09:27 +0000 2020,CA,@hencray Yes! Cleansing everyday is needed just not exfoliating. Exfoliating strips your skin from natural oils you need!,-0.037500000000000006
Fort Salonga,Mon Nov 23 23:09:30 +0000 2020,NY,Here’s our completed Thanksgiving Turkeys! We have so much to be thankful for! 🤎🦃 @GinaFaust #cantiague https://t.co/6GeQATrBYC,0.25
St Bernard,Mon Nov 23 23:09:45 +0000 2020,OH,@JDMorgan Safe travels! ❤️,0.625
Norridge,Mon Nov 23 23:09:54 +0000 2020,IL,Always look on the bright side of life #happythanksgiving @ Harlem Irving Plaza https://t.co/oarMewxxY0,0.7000000000000001
Ocala,Mon Nov 23 23:10:04 +0000 2020,FL,I’ve been so overwhelmed these last few days I can’t wait for thanksgiving to make it all better,0.09999999999999999
Boston,Mon Nov 23 23:10:20 +0000 2020,MA,I HATE EVERYONE who is traveling for thanksgiving. You’re ruining Christmas for those of us who are trying to be re… https://t.co/o5FZpzODja,-0.8
Boston,Mon Nov 23 23:10:20 +0000 2020,MA,I HATE EVERYONE who is traveling for thanksgiving. You’re ruining Christmas for those of us who are trying to be re… https://t.co/o5FZpzODja,-0.8
Queens,Mon Nov 23 23:10:20 +0000 2020,NY,"🌰 Order up for your Thanksgiving🦃 Feast! 🍂
Chef's 👨‍🍳 sneak peek below!
Call us at👇 212.722.8959 for pickup on 11.2… https://t.co/Trgsqkqz0m",0.0
Sonoma,Mon Nov 23 23:10:32 +0000 2020,CA,Our Thanksgiving sale is ending this Wednesday –  order your wine by tonight if you want it to arrive in time for t… https://t.co/c58ZKX3115,0.0
Altadena,Mon Nov 23 23:10:34 +0000 2020,CA,"May all have a Happy, safe and healthy Thanksgiving week🙏🏾💜🦃💐 
.
.
.
.
#thanksgiving #thankful #godisgood #family… https://t.co/DRKhe2c8tC",0.6
Seattle,Mon Nov 23 23:10:36 +0000 2020,WA,I don’t mind not celebrating Thanksgiving,0.0
West Puente Valley,Mon Nov 23 23:10:46 +0000 2020,CA,Mmm I haven’t seen anything thanksgiving memes,0.0
West Long Branch,Mon Nov 23 23:10:46 +0000 2020,NJ,We wish you a very Happy Thanksgiving!💕🦃 https://t.co/vxqZ9khylO,1.0
Niles,Mon Nov 23 23:11:00 +0000 2020,OH,@BurdsIVue...Happy Thanksgiving,0.0
Houston,Mon Nov 23 23:11:06 +0000 2020,TX,@_TrippyTee Damn i ain’t know i was ugly lol,0.050000000000000044
Pottsville,Mon Nov 23 23:11:10 +0000 2020,PA,@Zigmanfreud I REALLY hope you stumble a bit going up a flight of stairs and bang  your knee cap on the edge of a stair.,0.07500000000000001
