city,date,state,text,polarity
Penn Estates,Tue Nov 24 23:04:20 +0000 2020,PA,@NicoleJButler “Uncle Rental” for Thanksgiving on the @jimmykimmel Show. Funny! #Thanksgiving #Thanksgiving2020 🦃… https://t.co/38uORXGmTi,0.3125
Los Angeles,Tue Nov 24 23:04:38 +0000 2020,CA,I think I’m ready for a Triple D tatt and a neck tatt... https://t.co/76X5qxnjVd,0.2
Nashville,Tue Nov 24 23:04:44 +0000 2020,TN,For my PA folks. Better get your drinks by 5 tommorow!  #Thanksgiving #TomWolf,0.625
Winston-Salem,Tue Nov 24 23:04:46 +0000 2020,NC,"My son getting fresh for thanksgiving, too bad no ones coming over lol",0.1333333333333334
West Allis,Tue Nov 24 23:04:46 +0000 2020,WI,@TanHagerstrom @mrichards724 Turkey is the most overrated thing at thanksgiving,0.5
Fremont,Tue Nov 24 23:04:49 +0000 2020,CA,I’m really looking forward to my fam’s intimate thanksgiving❤️. Since we’re still practicing social distancing it’s… https://t.co/RKSc6tQZrE,0.14444444444444446
Chicago,Tue Nov 24 23:04:52 +0000 2020,IL,"We’re going virtual for our #Thanksgiving2020, but I’ll still be cooking up all the good stuff! 😋

Protect your lov… https://t.co/rinQAIzhd4",0.875
Town 'n' Country,Tue Nov 24 23:04:54 +0000 2020,FL,Happy Thanksgiving from everyone at @sarasotaopera,0.8
Boston,Tue Nov 24 23:05:05 +0000 2020,MA,"Will miss moments like this on Thursday.

There won’t be any Thanksgiving Day high school football games across the… https://t.co/2ofFiivrwv",0.16
Manhattan,Tue Nov 24 23:05:05 +0000 2020,NY,#shhhhh #davidbowie 💙 #wigs #nyc #urbanwoman #globetrotter #worldtraveler #fashionista #NYC #UWS @ Upper West Side https://t.co/Iladlx7O0X,0.0
Frederick,Tue Nov 24 23:05:12 +0000 2020,MD,"#Thanksgiving #jokeoftheday: What happens when someone sits on the sweet potatoes?
It becomes a squash casserole.",0.35
Raleigh,Tue Nov 24 23:05:14 +0000 2020,NC,RES families...you have mail 📩! Have a happy Thanksgiving and we will see you next week! Stay safe and healthy… https://t.co/mG6BMtDzps,0.43333333333333335
Atlanta,Tue Nov 24 23:05:14 +0000 2020,GA,Free Turkeys.... #HappyThanksgiving #HappyHolidays #FreeTurkeys https://t.co/gwczZAdiqD,0.4
Jollyville,Tue Nov 24 23:05:30 +0000 2020,TX,when you barely even have family thanksgiving really do not be a feel-good holiday at all. all of 2 people at the function... I hate it,-0.2833333333333334
Tempe,Tue Nov 24 23:05:44 +0000 2020,AZ,2 of my 3 favorite people have Covid right before thanksgiving and i HATE IT HERE.,-0.004761904761904782
Raleigh,Tue Nov 24 23:05:52 +0000 2020,NC,"I’ve been at work every day this year so I can’t wait for Thanksgiving, just scored two racks of ribs and a pork shoulder",0.0
Plano,Tue Nov 24 23:05:59 +0000 2020,TX,"Bless the Lord, O my soul. #thanksgivingweek https://t.co/B9Ua6pB3Nd",0.0
Alpharetta,Tue Nov 24 23:06:04 +0000 2020,GA,"Reminder for Wednesday drill times at Roswell Area Park during Thanksgiving Week:

US Open: 12:00-2:00
Wimbledon: 2… https://t.co/uMYagsLvHW",0.0
Houston,Tue Nov 24 23:06:28 +0000 2020,TX,Don't experiment on Thanksgiving!!!😂🤣🤣,0.0
Fremont,Tue Nov 24 23:06:30 +0000 2020,CA,I’m really looking forward to my fam’s intimate thanksgiving❤️. Since we’re still practicing social distancing it’s… https://t.co/gHOapgsSqZ,0.14444444444444446
Winston-Salem,Tue Nov 24 23:06:35 +0000 2020,NC,"Ima be alone on Thanksgiving I’m so sad, 😕🖕🏽corona",-0.5
Youngstown,Tue Nov 24 23:06:35 +0000 2020,PA,Just remember this includes cargo flights for all those packages you’ve been buying online and also general aviatio… https://t.co/XZPenHiCaG,0.05000000000000002
Thousand Oaks,Tue Nov 24 23:06:37 +0000 2020,CA,@Wendys_Garden No shit.  The biggest reason to be thankful for this thanksgiving.,0.1
West Hollywood,Tue Nov 24 23:06:41 +0000 2020,CA,"So people are just straight up traveling, huh.",0.2
McKinney,Tue Nov 24 23:06:47 +0000 2020,TX,"@jbolton_1 Keep working, Jayden!! 👍🏉😃Practice on Thanksgiving week is basically a @LSHSRangers tradition anyway!… https://t.co/usckdWdMnf",0.0
The Woodlands,Tue Nov 24 23:06:49 +0000 2020,TX,Thanksgiving night is going to be ruined. Isn’t it? #herewego,0.0
Philadelphia,Tue Nov 24 23:06:53 +0000 2020,PA,2 days before Thanksgiving are you shocked?,-0.7
Jefferson,Tue Nov 24 23:06:54 +0000 2020,VA,Getting Ready for Thanksgiving!! @ The Celebrity Delly https://t.co/TsynPPVLOp,0.3125
Pleasantville,Tue Nov 24 23:07:13 +0000 2020,NJ,Thanksgiving Eve tomorrow . Come to Joe Canalsand stock up on some wine,0.0
Oak Ridge,Tue Nov 24 23:07:22 +0000 2020,TN,HAPPY THANKSGIVING! Lin Wood Announces Sidney Powell Will File Major Lawsuit in Georgia Tomorrow! via @gatewaypundit https://t.co/NpCI3ElTay,0.5390625
Houston,Tue Nov 24 23:07:55 +0000 2020,TX,Thanksgiving don’t really feel like thanksgiving. Or am I tripping,0.2
Houston,Tue Nov 24 23:07:55 +0000 2020,TX,Thanksgiving don’t really feel like thanksgiving. Or am I tripping,0.2
Gainesville,Tue Nov 24 23:07:56 +0000 2020,GA,"🤣😂🤣😂🤣😂....Happy Thanksgiving to you and @NHDawwg777,  Shay!",0.0
San Jose,Tue Nov 24 23:07:58 +0000 2020,CA,"When I’m sick, my travel photos make me feel better. ❤️ Miss you, @YosemiteNPS! #yosemite #photography #landscape https://t.co/8ve10qh9Z4",-0.04464285714285715
North Tonawanda,Tue Nov 24 23:08:07 +0000 2020,NY,Check this out if you’re in need of food this Thanksgiving.,0.0
Baltimore,Tue Nov 24 23:08:41 +0000 2020,MD,We’re at the Hilton Rec Thanksgiving Meal Giveaway with our @LEVEL82org partners @TorreySmithWR and Chanel Smith!… https://t.co/42n9ohVG0h,0.0
Weston,Tue Nov 24 23:09:04 +0000 2020,CT,@RyanHyattMedia Best Thanksgiving sides?,1.0
Baltimore,Tue Nov 24 23:09:11 +0000 2020,MD,We’re at the Hilton Rec Thanksgiving Meal Giveaway with our @LEVEL82org partners @TorreySmithWR and Chanel Smith!… https://t.co/QNh9658MS9,0.0
Newark,Tue Nov 24 23:09:20 +0000 2020,DE,@ThaMgr_YettaDee 🤷🏾‍♀️to each their own I enjoy traveling so Imma do my due diligence,0.2916666666666667
Brookhaven,Tue Nov 24 23:09:24 +0000 2020,GA,@TomKGolf @EIGTravel @kinsale_ie @dannybrassil @LiamDeasy @BlacksBrewery @Failte_Ireland @wildatlanticway It was in… https://t.co/2DgAEuHOkA,0.0
Lake Butler,Tue Nov 24 23:09:41 +0000 2020,FL,What a great evening of “give back” to our community at @lgbtcenterorl - Ten complete Thanksgiving meals with $10 d… https://t.co/OuGHtmi5PI,0.225
Fort Washington,Tue Nov 24 23:09:43 +0000 2020,MD,can I get some thanksgiving food please.,0.0
Ontario,Tue Nov 24 23:09:50 +0000 2020,CA,@AngelaW79837 Happy thanksgiving 🍁🍂🦃,0.8
Enterprise,Tue Nov 24 23:09:58 +0000 2020,NV,I’m taking a small little hiatus for thanksgiving. So if you see a decrease in my activity or postings that’s why.… https://t.co/UlhHKiNQFq,-0.21875
Kendall,Tue Nov 24 23:10:01 +0000 2020,FL,Happy Thanksgiving! 🍗🍽🍗 Enjoy your long weekend! Please call 📱 305-251-4414 or visit 💻 https://t.co/LZ5omNw9i9 to s… https://t.co/D4sLSKaJMP,0.4458333333333333
Bismarck,Tue Nov 24 23:10:07 +0000 2020,ND,"Heads up all Bismarck @SanfordPOWER athletes:

We will be closed on Thursday for the Thanksgiving holiday. 

We wil… https://t.co/2fwaJhlbsY",-0.1
Grapevine,Tue Nov 24 23:10:17 +0000 2020,TX,Were talking holiday travel tonight on @NewsNOWFOX.,0.0
Erlands Point,Tue Nov 24 23:10:17 +0000 2020,WA,Mammas not cooking before Thanksgiving 😂😂 https://t.co/bdupdar1X8,0.0
Arlington,Tue Nov 24 23:10:17 +0000 2020,VA,I’m tryn figure out what fit ima throw on to eat this bomb ass thanksgivings food,0.4
Port Orange,Tue Nov 24 23:10:29 +0000 2020,FL,@notdamboise perfect entertainment for my flight Thursday,1.0
Palatine,Tue Nov 24 23:10:32 +0000 2020,IL,They should have a 2020 Thanksgiving parade of depressed people walking down the road.,-0.20277777777777778
Bozeman,Tue Nov 24 23:10:41 +0000 2020,MT,Gonna be working longer today and then gonna finish shopping for Thanksgiving. Been taking some time to reflect wit… https://t.co/dPXnf9eWKu,0.0
Stockton,Tue Nov 24 23:10:47 +0000 2020,CA,@Sol3xmaglinte @evonnnaaa Lol it’s the last day to put in an order before thanksgiving!,0.4
Little Rock,Tue Nov 24 23:10:47 +0000 2020,AR,"I just spent over $100 on groceries for Thanksgiving dinner... if these mfs say one thing negative about my food, i… https://t.co/N1lfpr4Si4",-0.2
Independence,Tue Nov 24 23:10:48 +0000 2020,KY,What’s football? #StupidThanksgivingDayQuestions,0.0
Brentwood,Tue Nov 24 23:11:00 +0000 2020,TN,S/o to @Skrrrt_Cobaine for making sure baked thanksgiving is possible at home this year #itjustmeansmore,0.25
Waco,Tue Nov 24 23:11:13 +0000 2020,TX,"no one:
trippie redd: wᵉᵉᵉᵉᵉᵉᵉᵉᵉᵉᵉe",0.0
Jersey Village,Tue Nov 24 23:11:21 +0000 2020,TX,"Looks like a fifth flight this year I’ll have to cancel, as California is requiring people flying in to LAX or Van… https://t.co/JZ0YAXP7GZ",0.0
Arlington,Tue Nov 24 23:11:24 +0000 2020,VA,"@Soonergirl12 This Okie hopes the same for you, despite your Sooners crushing my Cowboys in Bedlam. Stay safe and Happy Thanksgiving.",0.42500000000000004
Oakland,Tue Nov 24 23:11:29 +0000 2020,CA,This bitch assigned us 7 assignments and one midterm the week of thanksgiving and tf is she smokin???,0.0
Magna,Tue Nov 24 23:11:30 +0000 2020,UT,Can’t wait for COVID to go away so I can travel again.,0.0
Dallas,Tue Nov 24 23:11:32 +0000 2020,TX,Who wants to come drink Wild Turkey and eat chicken strips with me and Charlie tonight?,-0.09999999999999998
Kaanapali,Tue Nov 24 23:11:38 +0000 2020,HI,Hey @HawaiianAir can you please fix your app I'm trying to book a trip ily,0.0
Sudbury,Tue Nov 24 23:11:42 +0000 2020,MA,"@lauraoften @RedJavelin Happy Thanksgiving, Laura!",1.0
Fort Worth,Tue Nov 24 23:11:43 +0000 2020,TX,I have never been so high off them men that day was a fucking trip,-0.21999999999999997
Boynton Beach,Tue Nov 24 23:11:44 +0000 2020,FL,"Oregon logic...
Thanksgiving: criminal. 
Smoking crack: legal.",-0.1
Richmond,Tue Nov 24 23:11:47 +0000 2020,VA,@RickFox just in case you need a plate for thanksgiving dinner my #bgm peloton sisters and I are cooking...… https://t.co/8NNYuFaEBb,0.0
Merced,Tue Nov 24 23:11:56 +0000 2020,CA,"My doctor: It’s good you’re not going back home for thanksgiving. Oh wait, you’re a grad student. You don’t need br… https://t.co/OEO0tB5foG",0.35
Finksburg,Tue Nov 24 23:11:58 +0000 2020,MD,Baltimore Ravens vs. Steelers: Thanksgiving Q&amp;A (via @footballman58) #Ravens #RavensFlock  https://t.co/oIWt3st46i,0.0
Scottsdale,Tue Nov 24 23:12:01 +0000 2020,AZ,Really going to miss this Thanksgiving Eve. Nothing like getting black out drunk and getting forcibly removed from… https://t.co/4JGnY07P2S,0.008333333333333331
Lee's Summit,Tue Nov 24 23:12:11 +0000 2020,MO,Por qué  no soy mujer stripper???? 😪😪😪. https://t.co/38cdnNYTZC,0.0
Grapevine,Tue Nov 24 23:12:11 +0000 2020,TX,Officials at the @DFWAirport say travel is projected to be down at the airport by 65% over the #Thanksgiving holida… https://t.co/sZDSlXvYy3,-0.15555555555555559
Grapevine,Tue Nov 24 23:12:11 +0000 2020,TX,Officials at the @DFWAirport say travel is projected to be down at the airport by 65% over the #Thanksgiving holida… https://t.co/sZDSlXvYy3,-0.15555555555555559
Manhattan,Tue Nov 24 23:12:14 +0000 2020,NY,watching Gale put on makeup and lashes while she’s tripping on mushrooms like https://t.co/bMSVsYdEAN,0.0
Thousand Oaks,Tue Nov 24 23:12:16 +0000 2020,CA,@DebbieSaviano @kckatalyst @chrisbrogan @KerryGorgone Thank you beautiful! Wishing you a very Happy Thanksgiving 🍁🤎,1.0
Branson,Tue Nov 24 23:12:35 +0000 2020,MO,"@davidmweissman @Jim_Jordan BTW if you want to stay at home, wear a mask, don’t travel, be a slave   Have at it jus… https://t.co/wBlJ5t78lb",0.0
Mobile,Tue Nov 24 23:12:43 +0000 2020,AL,Made it home to Mobile for Thanksgiving ... as if I haven’t been here all of 2020😂 https://t.co/sG3LnPC8Wj,0.0
Portales,Tue Nov 24 23:12:48 +0000 2020,NM,My thanksgiving plans are not coming together at all😫,0.0
Council Bluffs,Tue Nov 24 23:12:50 +0000 2020,IA,"@realDonaldTrump Happy thanksgiving Mr President! Take care , I love you ❤️",0.75
Jupiter,Tue Nov 24 23:12:56 +0000 2020,FL,....now if I could just buy a real Christmas tree before thanksgiving &amp; let me liveeeee that’d be great ✨,0.5
Hampton,Tue Nov 24 23:13:07 +0000 2020,VA,Having to spend thanksgiving alone this year is super sad 😔,-0.08333333333333334
Santa Rosa Valley,Tue Nov 24 23:13:16 +0000 2020,CA,"@realDonaldTrump Happy Thanksgiving, Mr. President! Wishing you, @FLOTUS and the rest of the wonderful first family… https://t.co/Dx41LW15Ej",0.75
Cinnaminson,Tue Nov 24 23:13:29 +0000 2020,NJ,@ConnieSchultz It was our year to have all my kids for Thanksgiving. That isn’t happening but I am still hopeful th… https://t.co/2rao2DT01t,0.0
Farmers Branch,Tue Nov 24 23:13:30 +0000 2020,TX,"Happy Thanksgiving to you President @realDonaldTrump , @flotus and family!",1.0
Boston,Tue Nov 24 23:13:46 +0000 2020,MA,"@M_Agnello17 Team Eccher -175

Team Tripper +135",0.0
Desoto,Tue Nov 24 23:13:46 +0000 2020,TX,@ThePurpleFlight She has no choice 😌,0.0
Newport,Tue Nov 24 23:13:55 +0000 2020,TN,@patriciagunnhal Thanksgiving Blessings !,0.0
Minot,Tue Nov 24 23:13:59 +0000 2020,ND,@mikegolicjr @chiney Mike is Right!  The food can be great but it’s thanksgiving so the plate must be covered in gr… https://t.co/PaQ5oz1HEV,0.5785714285714285
Newport,Tue Nov 24 23:14:11 +0000 2020,TN,@Caroline_Motor Thanksgiving Blessings !,0.0
Queens,Tue Nov 24 23:14:16 +0000 2020,NY,I got to get a fucking license there’s no reason why I have to coordinate a fucking road trip to see my future girlfriend.,-0.39999999999999997
Norfolk,Tue Nov 24 23:14:23 +0000 2020,VA,Can we make #medtwitter a tiny substitute tomorrow for the usual wild Wednesday-before-thanksgiving shenanigans we’… https://t.co/8XVkPfOos4,-0.049999999999999996
Newport,Tue Nov 24 23:14:35 +0000 2020,TN,@Sunnyskies100 Thanksgiving Blessings !,0.0
Radnor Township,Tue Nov 24 23:14:37 +0000 2020,PA,I thought Trump already pardoned a turkey.   @realDonaldTrump #TurkeyPardon #Thanksgiving #RogerStonePardon #ByeDon https://t.co/0yzdnFNVkC,0.0
Wauseon,Tue Nov 24 23:14:48 +0000 2020,OH,@Matt_Pinner Road / Flight cases for this beast! https://t.co/fg4VotKgAG,0.0
Coventry,Tue Nov 24 23:14:49 +0000 2020,RI,The yearly thanksgiving gift from my work 🤪💘 https://t.co/UhdyGAIMLV,0.0
Redland,Tue Nov 24 23:15:18 +0000 2020,MD,Thanksgiving Week so I want to be nice this week lang. I’m doing charity work (nyark) by letting people use my disn… https://t.co/Xjo6esjGcG,0.6
Brooklyn,Tue Nov 24 23:15:19 +0000 2020,NY,@WandrMe @photoJDL We shall travel once more and attack meat plates like never before,0.5
Newport,Tue Nov 24 23:15:20 +0000 2020,TN,@mountainknt Thanksgiving Blessings !,0.0
Moon,Tue Nov 24 23:15:22 +0000 2020,PA,@LindaT_G Congrats!  Stay safe and healthy.  Happy Thanksgiving!,0.6666666666666666
Huntsville,Tue Nov 24 23:15:26 +0000 2020,AL,"@siriusxmvolume Top 5 Food Songs...theme as always:

2) Led Zep - Hot Dog
1) James Taylor - Chili Dog

HAPPY THANKSGIVING!",0.5833333333333334
Lowes Island,Tue Nov 24 23:15:39 +0000 2020,VA,With Thanksgiving quickly approaching we are feeling festive and already dreaming about the gorgeous holiday decora… https://t.co/Uy2C6vBDPR,0.35
Elizabeth City,Tue Nov 24 23:15:45 +0000 2020,NC,Ken happy thanksgiving to you and your family we are going to my sons for a smal thanksgiving full of love and a ne… https://t.co/HZkmCbdv3C,0.5499999999999999
Quincy,Tue Nov 24 23:15:53 +0000 2020,MA,@ScottBaio Happy Thanksgiving!!,1.0
Newport,Tue Nov 24 23:15:55 +0000 2020,TN,@thompsonb2569 Thanksgiving Blessings !,0.0
North Kensington,Tue Nov 24 23:16:09 +0000 2020,MD,@johnwall thank you for all that you do for our beautiful city.  Happy Thanksgiving! #johnwall #thankful,0.925
Minneapolis,Tue Nov 24 23:16:14 +0000 2020,MN,This years been a wild journey..  Grateful to have a thanksgiving break for the first time in years and reflect on… https://t.co/tJYoXsWdg6,0.175
Houston,Tue Nov 24 23:16:18 +0000 2020,TX,"So Kate Mystery Box Alert💋✌🏽
Just In Time For Thanksgiving X Black Friday!!! Available While Supplies Last Your Per… https://t.co/aBtEr0tMBu",0.024826388888888922
Boise,Tue Nov 24 23:16:34 +0000 2020,ID,"Our semifinal Thanksgiving #jokeoftheday 
The answer is “Wobble; wobble, wobble!” @ Treasure Valley Family YMCA https://t.co/uDStVXtZGG",0.0
Newport,Tue Nov 24 23:16:37 +0000 2020,TN,@ALMIGHT55458598 @gofundme Thanksgiving Blessings !,0.0
Houston,Tue Nov 24 23:16:41 +0000 2020,TX,bro if ion get mac and cheese on thanksgiving yall better just stfu talking to me,0.5
Carrollwood,Tue Nov 24 23:16:46 +0000 2020,FL,"@YouTube 

@IvanDuque @PoliciaColombia @colombia_travel @RusiaColombia @maluma @shakira @piso21music",0.0
Norman,Tue Nov 24 23:16:47 +0000 2020,OK,@DrEtiquette @ScottBaio Happy Thanksgiving to you and your family as well.🦃🙏🇺🇸,0.8
Rockport,Tue Nov 24 23:16:47 +0000 2020,MA,"In honor of my mother on the first Thanksgiving without her, we are having a #KatharineHepburn movie fest—one of he… https://t.co/N6GkxYH0x1",0.25
St Petersburg,Tue Nov 24 23:16:57 +0000 2020,FL,"@agseeley @UCFSports Does Andy Seeley, like Drew Seeley, play the Christmas hits BEFORE thanksgiving?",0.0
Bozeman,Tue Nov 24 23:17:01 +0000 2020,MT,"AP:  Thanksgiving lessons jettison Pilgrim hats, welcome truth https://t.co/qNGFd6uONm",0.8
Hyattsville,Tue Nov 24 23:17:22 +0000 2020,MD,Why my family said they doing a crab boil for thanksgiving. Bitch I’m omw,0.0
Virginia Beach,Tue Nov 24 23:17:26 +0000 2020,VA,"@TheDailyShroom My sister has celiacs, so I make green bean casserole for Thanksgiving from scratch, including a cr… https://t.co/TdCdeezvnO",-0.2
Austin,Tue Nov 24 23:17:32 +0000 2020,TX,"@DownWithDamon I have a friend who says you should only eat ham on Thanksgiving, not turkey, and it makes me question our friendship.",0.0
San Antonio,Tue Nov 24 23:17:46 +0000 2020,TX,I'm going to #StayCozyAtHome this holiday season. Where will your travels take you?,0.0
Pasadena,Tue Nov 24 23:17:52 +0000 2020,TX,Favorite part of the thanksgiving meal?,0.5
Oak Ridge,Tue Nov 24 23:18:05 +0000 2020,TN,De Blasio Setting Up 'COVID Checkpoints' to Find NYC Travelers Violating Thanksgiving Quarantine via @gatewaypundit https://t.co/nRZs38DYJ4,0.0
Oak Ridge,Tue Nov 24 23:18:05 +0000 2020,TN,De Blasio Setting Up 'COVID Checkpoints' to Find NYC Travelers Violating Thanksgiving Quarantine via @gatewaypundit https://t.co/nRZs38DYJ4,0.0
Brookhaven,Tue Nov 24 23:18:12 +0000 2020,GA,@TomKGolf @EIGTravel @kinsale_ie @dannybrassil @LiamDeasy @BlacksBrewery @Failte_Ireland @wildatlanticway I’ve had… https://t.co/OmmDNW1Vt7,0.0
Garfield Heights,Tue Nov 24 23:18:14 +0000 2020,OH,Marc and Janise lame for not liking Stripes like Burberry. Hardest song on the album,-0.5
San Diego,Tue Nov 24 23:18:15 +0000 2020,CA,The BEST dish on thanksgiving,1.0
Providence,Tue Nov 24 23:18:18 +0000 2020,RI,Realizing the only plane trip I took  in 2020 was to Vegas is very fitting for how this year gone. 🎲,0.325
Penn Estates,Tue Nov 24 23:18:25 +0000 2020,PA,How we prep the stuffing in my house. Get our steps in too! #Thanksgiving #Thanksgiving2020 #Stuffing #Dressing 😂 https://t.co/yUFB0qlvfT,0.0
Lakewood,Tue Nov 24 23:18:37 +0000 2020,CA,"@Lobby_Loiterer On my 8th grade trip to DC, Bill Clinton jogged past our bus with a while bunch of secret service jogging with him.",-0.325
Houston,Tue Nov 24 23:18:37 +0000 2020,TX,All my family COVID free :’) now I won’t be lonely on thanksgiving,0.15000000000000002
Plainfield,Tue Nov 24 23:18:45 +0000 2020,IN,Triplets dappin!!,0.0
Paradise,Tue Nov 24 23:18:50 +0000 2020,NV,We always that Asian and a little traditional. I don’t really f with thanksgiving food heavy at all. 🥴,-0.0375
League City,Tue Nov 24 23:19:00 +0000 2020,TX,"Gobble, Gobble!  Happy Thanksgiving everyone!!",1.0
Guaynabo,Tue Nov 24 23:19:02 +0000 2020,co,Please donate to cover travel expenses,0.0
